,kilde (aktivitet),energiprodukt,komponent,år,statistikkvariabel,"13931: Klimagasser AR5, etter kilde (aktivitet), energiprodukt, komponent, år og statistikkvariabel"
3972,1 Olje- og gassutvinning,VT7 Avfall,K80 Hydrofluorkarboner (HFK),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3973,1 Olje- og gassutvinning,VT7 Avfall,K80 Hydrofluorkarboner (HFK),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3974,1 Olje- og gassutvinning,VT7 Avfall,K80 Hydrofluorkarboner (HFK),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3975,1 Olje- og gassutvinning,VT7 Avfall,K80 Hydrofluorkarboner (HFK),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3976,1 Olje- og gassutvinning,VT7 Avfall,K80 Hydrofluorkarboner (HFK),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3977,1 Olje- og gassutvinning,VT7 Avfall,K80 Hydrofluorkarboner (HFK),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3978,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3979,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3980,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3981,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3982,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3983,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3984,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3985,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3986,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3987,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3988,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3989,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3990,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3991,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3992,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3993,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3994,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3995,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3996,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3997,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3998,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
3999,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4000,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4001,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4002,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4003,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4004,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4005,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4006,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4007,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4008,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4009,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4010,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4011,1 Olje- og gassutvinning,VT7 Avfall,K90 Perfluorkarboner (PFK),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4012,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4013,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4014,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4015,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4016,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4017,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4018,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4019,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4020,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4021,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4022,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4023,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4024,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4025,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4026,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4027,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4028,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4029,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4030,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4031,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4032,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4033,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4034,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4035,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4036,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4037,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4038,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4039,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4040,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4041,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4042,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4043,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4044,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4045,1 Olje- og gassutvinning,VT7 Avfall,K95 Svovelheksafluorid (SF6),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",.
4046,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",789
4047,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",880
4048,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1196
4049,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1303
4050,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1431
4051,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1460
4052,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1612
4053,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1691
4054,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1588
4055,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1576
4056,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1683
4057,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1918
4058,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1639
4059,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1330
4060,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1235
4061,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1013
4062,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",860
4063,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",859
4064,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",774
4065,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",700
4066,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",762
4067,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",565
4068,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",531
4069,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",458
4070,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",518
4071,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",491
4072,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",465
4073,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",466
4074,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",502
4075,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",481
4076,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",483
4077,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",449
4078,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",472
4079,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,A10 Klimagasser i alt,2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",390
4080,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",489
4081,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",526
4082,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",713
4083,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",721
4084,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",808
4085,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",826
4086,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",950
4087,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",934
4088,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",867
4089,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",879
4090,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",922
4091,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",1071
4092,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",883
4093,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",673
4094,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",563
4095,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",441
4096,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",388
4097,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2007,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",405
4098,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2008,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",352
4099,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2009,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",294
4100,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2010,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",415
4101,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2011,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",284
4102,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2012,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",254
4103,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2013,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",194
4104,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2014,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",258
4105,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2015,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",214
4106,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2016,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",179
4107,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2017,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",168
4108,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2018,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",209
4109,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2019,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",194
4110,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2020,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",179
4111,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2021,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",157
4112,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2022,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",168
4113,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K11 Karbondioksid (CO2),2023,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",127
4114,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),1990,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",300
4115,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),1991,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",353
4116,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),1992,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",483
4117,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),1993,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",582
4118,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),1994,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",622
4119,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),1995,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",634
4120,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),1996,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",662
4121,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),1997,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",757
4122,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),1998,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",720
4123,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),1999,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",697
4124,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),2000,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",761
4125,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),2001,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",847
4126,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),2002,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",756
4127,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),2003,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",657
4128,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),2004,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",673
4129,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),2005,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",572
4130,1 Olje- og gassutvinning,VT9 Uoppgitt/ ikke aktuelt,K12 Metan (CH4),2006,"Utslipp til luft (1 000 tonn CO2-ekvivalenter, AR5)",471
